Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	inositol phosphate catabolic process (GO:0071545)	1/12	3.594998e-03	1.591386e-02	0	0	3.633273e+02	2.044883e+03	PTEN
GO_Biological_Process_2021	positive regulation of metaphase/anaphase transition of cell cycle (GO:1902101)	1/12	3.594998e-03	1.591386e-02	0	0	3.633273e+02	2.044883e+03	RB1
GO_Biological_Process_2021	positive regulation of mitotic metaphase/anaphase transition (GO:0045842)	1/12	3.594998e-03	1.591386e-02	0	0	3.633273e+02	2.044883e+03	RB1
GO_Biological_Process_2021	positive regulation of mitotic sister chromatid separation (GO:1901970)	1/12	3.594998e-03	1.591386e-02	0	0	3.633273e+02	2.044883e+03	RB1
GO_Biological_Process_2021	central nervous system neuron axonogenesis (GO:0021955)	1/13	3.894096e-03	1.701105e-02	0	0	3.330333e+02	1.847767e+03	PTEN
GO_Biological_Process_2021	regulation of extracellular matrix organization (GO:1903053)	1/15	4.492068e-03	1.864208e-02	0	0	2.854286e+02	1.542868e+03	RB1
GO_Biological_Process_2021	positive regulation of protein export from nucleus (GO:0046827)	1/15	4.492068e-03	1.864208e-02	0	0	2.854286e+02	1.542868e+03	TP53
GO_Biological_Process_2021	central nervous system neuron development (GO:0021954)	1/15	4.492068e-03	1.864208e-02	0	0	2.854286e+02	1.542868e+03	PTEN
GO_Biological_Process_2021	myoblast differentiation (GO:0045445)	1/15	4.492068e-03	1.864208e-02	0	0	2.854286e+02	1.542868e+03	RB1
GO_Biological_Process_2021	negative regulation of cell-substrate junction organization (GO:0150118)	1/16	4.790942e-03	1.893563e-02	0	0	2.663867e+02	1.422779e+03	PTEN
GO_Biological_Process_2021	negative regulation of focal adhesion assembly (GO:0051895)	1/16	4.790942e-03	1.893563e-02	0	0	2.663867e+02	1.422779e+03	PTEN
GO_Biological_Process_2021	dendritic spine morphogenesis (GO:0060997)	1/16	4.790942e-03	1.893563e-02	0	0	2.663867e+02	1.422779e+03	PTEN
GO_Biological_Process_2021	mitotic sister chromatid cohesion (GO:0007064)	1/16	4.790942e-03	1.893563e-02	0	0	2.663867e+02	1.422779e+03	RB1
GO_Biological_Process_2021	cellular response to gamma radiation (GO:0071480)	1/17	5.089741e-03	1.903160e-02	0	0	2.497250e+02	1.318680e+03	TP53
GO_Biological_Process_2021	negative regulation of ATPase activity (GO:0032780)	1/17	5.089741e-03	1.903160e-02	0	0	2.497250e+02	1.318680e+03	TP53
GO_Biological_Process_2021	negative regulation of vascular associated smooth muscle cell proliferation (GO:1904706)	1/17	5.089741e-03	1.903160e-02	0	0	2.497250e+02	1.318680e+03	PTEN
GO_Biological_Process_2021	protein localization to chromosome, centromeric region (GO:0071459)	1/17	5.089741e-03	1.903160e-02	0	0	2.497250e+02	1.318680e+03	RB1
GO_Biological_Process_2021	negative regulation of cell population proliferation (GO:0008285)	2/379	5.108089e-03	1.903160e-02	0	0	2.601724e+01	1.372912e+02	PTEN;TP53
GO_Biological_Process_2021	negative regulation of fibroblast proliferation (GO:0048147)	1/18	5.388466e-03	1.903160e-02	0	0	2.350235e+02	1.227644e+03	TP53
GO_Biological_Process_2021	positive regulation of excitatory postsynaptic potential (GO:2000463)	1/18	5.388466e-03	1.903160e-02	0	0	2.350235e+02	1.227644e+03	PTEN
GO_Biological_Process_2021	positive regulation of extracellular matrix organization (GO:1903055)	1/18	5.388466e-03	1.903160e-02	0	0	2.350235e+02	1.227644e+03	RB1
GO_Biological_Process_2021	presynapse assembly (GO:0099054)	1/18	5.388466e-03	1.903160e-02	0	0	2.350235e+02	1.227644e+03	PTEN
GO_Biological_Process_2021	regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903798)	1/18	5.388466e-03	1.903160e-02	0	0	2.350235e+02	1.227644e+03	TP53
GO_Biological_Process_2021	negative regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045736)	1/20	5.985691e-03	2.043657e-02	0	0	2.102632e+02	1.076207e+03	PTEN
GO_Biological_Process_2021	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:0042771)	1/21	6.284191e-03	2.043657e-02	0	0	1.997400e+02	1.012625e+03	TP53
GO_Biological_Process_2021	regulation of ubiquitin protein ligase activity (GO:1904666)	1/21	6.284191e-03	2.043657e-02	0	0	1.997400e+02	1.012625e+03	PTEN
GO_Biological_Process_2021	positive regulation of transcription regulatory region DNA binding (GO:2000679)	1/21	6.284191e-03	2.043657e-02	0	0	1.997400e+02	1.012625e+03	RB1
GO_Biological_Process_2021	negative regulation of peptidyl-serine phosphorylation (GO:0033137)	1/21	6.284191e-03	2.043657e-02	0	0	1.997400e+02	1.012625e+03	PTEN
GO_Biological_Process_2021	regulation of nucleic acid-templated transcription (GO:1903506)	2/430	6.532439e-03	2.043657e-02	0	0	2.285748e+01	1.149954e+02	RB1;TP53
GO_Biological_Process_2021	negative regulation of cyclin-dependent protein kinase activity (GO:1904030)	1/22	6.582617e-03	2.043657e-02	0	0	1.902190e+02	9.555317e+02	PTEN
GO_Biological_Process_2021	regulation of chromosome organization (GO:0033044)	1/22	6.582617e-03	2.043657e-02	0	0	1.902190e+02	9.555317e+02	RB1
GO_Biological_Process_2021	negative regulation of phosphate metabolic process (GO:0045936)	1/22	6.582617e-03	2.043657e-02	0	0	1.902190e+02	9.555317e+02	TP53
GO_Biological_Process_2021	regulation of execution phase of apoptosis (GO:1900117)	1/22	6.582617e-03	2.043657e-02	0	0	1.902190e+02	9.555317e+02	TP53
GO_Biological_Process_2021	regulation of intracellular signal transduction (GO:1902531)	2/437	6.740755e-03	2.043657e-02	0	0	2.248161e+01	1.123987e+02	PTEN;TP53
GO_Biological_Process_2021	positive regulation of transcription initiation from RNA polymerase II promoter (GO:0060261)	1/23	6.880968e-03	2.043657e-02	0	0	1.815636e+02	9.040046e+02	TP53
GO_Biological_Process_2021	regulation of protein export from nucleus (GO:0046825)	1/23	6.880968e-03	2.043657e-02	0	0	1.815636e+02	9.040046e+02	TP53
GO_Biological_Process_2021	negative regulation of synaptic transmission (GO:0050805)	1/24	7.179245e-03	2.043657e-02	0	0	1.736609e+02	8.572875e+02	PTEN
GO_Biological_Process_2021	positive regulation of transcription from RNA polymerase II promoter in response to stress (GO:0036003)	1/24	7.179245e-03	2.043657e-02	0	0	1.736609e+02	8.572875e+02	TP53
GO_Biological_Process_2021	regulation of cell size (GO:0008361)	1/24	7.179245e-03	2.043657e-02	0	0	1.736609e+02	8.572875e+02	PTEN
GO_Biological_Process_2021	response to gamma radiation (GO:0010332)	1/24	7.179245e-03	2.043657e-02	0	0	1.736609e+02	8.572875e+02	TP53
GO_Biological_Process_2021	DNA packaging (GO:0006323)	1/24	7.179245e-03	2.043657e-02	0	0	1.736609e+02	8.572875e+02	TP53
GO_Biological_Process_2021	protein kinase B signaling (GO:0043491)	1/24	7.179245e-03	2.043657e-02	0	0	1.736609e+02	8.572875e+02	PTEN
GO_Biological_Process_2021	negative regulation of cell junction assembly (GO:1901889)	1/25	7.477447e-03	2.043657e-02	0	0	1.664167e+02	8.147533e+02	PTEN
GO_Biological_Process_2021	positive regulation of release of cytochrome c from mitochondria (GO:0090200)	1/25	7.477447e-03	2.043657e-02	0	0	1.664167e+02	8.147533e+02	TP53
GO_Biological_Process_2021	phosphatidylinositol dephosphorylation (GO:0046856)	1/25	7.477447e-03	2.043657e-02	0	0	1.664167e+02	8.147533e+02	PTEN
GO_Biological_Process_2021	negative regulation of nucleic acid-templated transcription (GO:1903507)	2/464	7.572889e-03	2.043657e-02	0	0	2.113853e+01	1.032233e+02	RB1;TP53
GO_Biological_Process_2021	regulation of cellular macromolecule biosynthetic process (GO:2000112)	2/468	7.700014e-03	2.043657e-02	0	0	2.095279e+01	1.019674e+02	RB1;TP53
GO_Biological_Process_2021	positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900740)	1/26	7.775574e-03	2.043657e-02	0	0	1.597520e+02	7.758784e+02	TP53
GO_Biological_Process_2021	regulation of mitotic metaphase/anaphase transition (GO:0030071)	1/26	7.775574e-03	2.043657e-02	0	0	1.597520e+02	7.758784e+02	RB1
GO_Biological_Process_2021	regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900739)	1/26	7.775574e-03	2.043657e-02	0	0	1.597520e+02	7.758784e+02	TP53
GO_Biological_Process_2021	cellular response to drug (GO:0035690)	1/26	7.775574e-03	2.043657e-02	0	0	1.597520e+02	7.758784e+02	TP53
GO_Biological_Process_2021	negative regulation of catalytic activity (GO:0043086)	1/27	8.073627e-03	2.043657e-02	0	0	1.536000e+02	7.402218e+02	TP53
GO_Biological_Process_2021	regulation of transcription regulatory region DNA binding (GO:2000677)	1/27	8.073627e-03	2.043657e-02	0	0	1.536000e+02	7.402218e+02	RB1
GO_Biological_Process_2021	dendritic spine organization (GO:0097061)	1/27	8.073627e-03	2.043657e-02	0	0	1.536000e+02	7.402218e+02	PTEN
GO_Biological_Process_2021	positive regulation of gene silencing by miRNA (GO:2000637)	1/27	8.073627e-03	2.043657e-02	0	0	1.536000e+02	7.402218e+02	TP53
GO_Biological_Process_2021	mitotic chromosome condensation (GO:0007076)	1/27	8.073627e-03	2.043657e-02	0	0	1.536000e+02	7.402218e+02	RB1
GO_Biological_Process_2021	modulation of excitatory postsynaptic potential (GO:0098815)	1/27	8.073627e-03	2.043657e-02	0	0	1.536000e+02	7.402218e+02	PTEN
GO_Biological_Process_2021	entrainment of circadian clock by photoperiod (GO:0043153)	1/27	8.073627e-03	2.043657e-02	0	0	1.536000e+02	7.402218e+02	TP53
GO_Biological_Process_2021	neutrophil degranulation (GO:0043312)	2/481	8.119979e-03	2.043657e-02	0	0	2.037056e+01	9.805223e+01	CEACAM8;RETN
GO_Biological_Process_2021	negative regulation of apoptotic process (GO:0043066)	2/485	8.251289e-03	2.043657e-02	0	0	2.019772e+01	9.689627e+01	RB1;TP53
GO_Biological_Process_2021	neutrophil activation involved in immune response (GO:0002283)	2/485	8.251289e-03	2.043657e-02	0	0	2.019772e+01	9.689627e+01	CEACAM8;RETN
GO_Biological_Process_2021	neutrophil mediated immunity (GO:0002446)	2/488	8.350414e-03	2.043657e-02	0	0	2.006996e+01	9.604367e+01	CEACAM8;RETN
GO_Biological_Process_2021	negative regulation of axonogenesis (GO:0050771)	1/28	8.371605e-03	2.043657e-02	0	0	1.479037e+02	7.074101e+02	PTEN
GO_Biological_Process_2021	regulation of plasma membrane bounded cell projection organization (GO:0120035)	1/28	8.371605e-03	2.043657e-02	0	0	1.479037e+02	7.074101e+02	PTEN
GO_Biological_Process_2021	photoperiodism (GO:0009648)	1/28	8.371605e-03	2.043657e-02	0	0	1.479037e+02	7.074101e+02	TP53
GO_Biological_Process_2021	negative regulation of transferase activity (GO:0051348)	1/29	8.669509e-03	2.070703e-02	0	0	1.426143e+02	6.771245e+02	TP53
GO_Biological_Process_2021	negative regulation of wound healing (GO:0061045)	1/29	8.669509e-03	2.070703e-02	0	0	1.426143e+02	6.771245e+02	PTEN
GO_Biological_Process_2021	negative regulation of epithelial to mesenchymal transition (GO:0010719)	1/29	8.669509e-03	2.070703e-02	0	0	1.426143e+02	6.771245e+02	PTEN
GO_Biological_Process_2021	positive regulation of proteolysis involved in cellular protein catabolic process (GO:1903052)	1/31	9.265092e-03	2.130765e-02	0	0	1.330933e+02	6.230766e+02	PTEN
GO_Biological_Process_2021	positive regulation of ubiquitin-protein transferase activity (GO:0051443)	1/31	9.265092e-03	2.130765e-02	0	0	1.330933e+02	6.230766e+02	PTEN
GO_Biological_Process_2021	regulation of cellular component size (GO:0032535)	1/31	9.265092e-03	2.130765e-02	0	0	1.330933e+02	6.230766e+02	PTEN
GO_Biological_Process_2021	negative regulation of cell-matrix adhesion (GO:0001953)	1/32	9.562772e-03	2.130765e-02	0	0	1.287935e+02	5.988742e+02	PTEN
GO_Biological_Process_2021	negative regulation of developmental growth (GO:0048640)	1/32	9.562772e-03	2.130765e-02	0	0	1.287935e+02	5.988742e+02	PTEN
GO_Biological_Process_2021	negative regulation of DNA biosynthetic process (GO:2000279)	1/32	9.562772e-03	2.130765e-02	0	0	1.287935e+02	5.988742e+02	TP53
GO_Biological_Process_2021	aortic valve morphogenesis (GO:0003180)	1/32	9.562772e-03	2.130765e-02	0	0	1.287935e+02	5.988742e+02	RB1
GO_Biological_Process_2021	regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0000083)	1/32	9.562772e-03	2.130765e-02	0	0	1.287935e+02	5.988742e+02	RB1
GO_Biological_Process_2021	hematopoietic progenitor cell differentiation (GO:0002244)	1/32	9.562772e-03	2.130765e-02	0	0	1.287935e+02	5.988742e+02	TP53
GO_Biological_Process_2021	regulation of dendritic spine morphogenesis (GO:0061001)	1/32	9.562772e-03	2.130765e-02	0	0	1.287935e+02	5.988742e+02	PTEN
GO_Biological_Process_2021	signal transduction by p53 class mediator (GO:0072331)	1/33	9.860378e-03	2.148042e-02	0	0	1.247625e+02	5.763068e+02	TP53
GO_Biological_Process_2021	negative regulation of smooth muscle cell proliferation (GO:0048662)	1/33	9.860378e-03	2.148042e-02	0	0	1.247625e+02	5.763068e+02	PTEN
GO_Biological_Process_2021	sister chromatid segregation (GO:0000819)	1/34	1.015791e-02	2.148042e-02	0	0	1.209758e+02	5.552186e+02	RB1
GO_Biological_Process_2021	positive regulation of pri-miRNA transcription by RNA polymerase II (GO:1902895)	1/34	1.015791e-02	2.148042e-02	0	0	1.209758e+02	5.552186e+02	TP53
GO_Biological_Process_2021	positive regulation of DNA binding (GO:0043388)	1/34	1.015791e-02	2.148042e-02	0	0	1.209758e+02	5.552186e+02	RB1
GO_Biological_Process_2021	phosphatidylinositol 3-kinase signaling (GO:0014065)	1/34	1.015791e-02	2.148042e-02	0	0	1.209758e+02	5.552186e+02	PTEN
GO_Biological_Process_2021	positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway (GO:1901030)	1/34	1.015791e-02	2.148042e-02	0	0	1.209758e+02	5.552186e+02	TP53
GO_Biological_Process_2021	protein localization to chromosome (GO:0034502)	1/34	1.015791e-02	2.148042e-02	0	0	1.209758e+02	5.552186e+02	RB1
GO_Biological_Process_2021	negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	2/547	1.041085e-02	2.150549e-02	0	0	1.784312e+01	8.145218e+01	RB1;TP53
GO_Biological_Process_2021	negative regulation of epithelial cell migration (GO:0010633)	1/35	1.045537e-02	2.150549e-02	0	0	1.174118e+02	5.354728e+02	PTEN
GO_Biological_Process_2021	negative regulation of neurogenesis (GO:0050768)	1/35	1.045537e-02	2.150549e-02	0	0	1.174118e+02	5.354728e+02	PTEN
GO_Biological_Process_2021	intrinsic apoptotic signaling pathway by p53 class mediator (GO:0072332)	1/36	1.075275e-02	2.150549e-02	0	0	1.140514e+02	5.169488e+02	TP53
GO_Biological_Process_2021	aortic valve development (GO:0003176)	1/36	1.075275e-02	2.150549e-02	0	0	1.140514e+02	5.169488e+02	RB1
GO_Biological_Process_2021	membrane assembly (GO:0071709)	1/36	1.075275e-02	2.150549e-02	0	0	1.140514e+02	5.169488e+02	PTEN
GO_Biological_Process_2021	dendrite morphogenesis (GO:0048813)	1/36	1.075275e-02	2.150549e-02	0	0	1.140514e+02	5.169488e+02	PTEN
GO_Biological_Process_2021	regulation of cell cycle G1/S phase transition (GO:1902806)	1/36	1.075275e-02	2.150549e-02	0	0	1.140514e+02	5.169488e+02	PTEN
GO_Biological_Process_2021	positive regulation of mitotic nuclear division (GO:0045840)	1/36	1.075275e-02	2.150549e-02	0	0	1.140514e+02	5.169488e+02	RB1
GO_Biological_Process_2021	regulation of vascular associated smooth muscle cell proliferation (GO:1904705)	1/37	1.105005e-02	2.196777e-02	0	0	1.108778e+02	4.995399e+02	PTEN
GO_Biological_Process_2021	regulation of apoptotic signaling pathway (GO:2001233)	1/38	1.134729e-02	2.242440e-02	0	0	1.078757e+02	4.831510e+02	RB1
