Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Cushing syndrome	1/155	4.561368e-02	5.823023e-02	0	0	2.576623e+01	7.955447e+01	RB1
KEGG_2021_Human	Wnt signaling pathway	1/166	4.878375e-02	6.097969e-02	0	0	2.403515e+01	7.259476e+01	TP53
KEGG_2021_Human	Transcriptional misregulation in cancer	1/192	5.624178e-02	6.886749e-02	0	0	2.073613e+01	5.968055e+01	TP53
KEGG_2021_Human	Focal adhesion	1/201	5.881203e-02	6.917594e-02	0	0	1.979400e+01	5.608450e+01	PTEN
KEGG_2021_Human	Diabetic cardiomyopathy	1/203	5.938240e-02	6.917594e-02	0	0	1.959604e+01	5.533446e+01	PTEN
KEGG_2021_Human	Proteoglycans in cancer	1/205	5.995248e-02	6.917594e-02	0	0	1.940196e+01	5.460106e+01	TP53
KEGG_2021_Human	Lipid and atherosclerosis	1/215	6.279859e-02	7.109274e-02	0	0	1.848598e+01	5.116592e+01	TP53
KEGG_2021_Human	Chemical carcinogenesis	1/239	6.959996e-02	7.733328e-02	0	0	1.660168e+01	4.424334e+01	RB1
KEGG_2021_Human	Shigellosis	1/246	7.157592e-02	7.759467e-02	0	0	1.612163e+01	4.251269e+01	TP53
KEGG_2021_Human	Parkinson disease	1/249	7.242169e-02	7.759467e-02	0	0	1.592419e+01	4.180498e+01	TP53
KEGG_2021_Human	MAPK signaling pathway	1/294	8.503143e-02	8.950677e-02	0	0	1.344778e+01	3.314521e+01	TP53
KEGG_2021_Human	Huntington disease	1/306	8.836979e-02	9.141702e-02	0	0	1.291082e+01	3.132455e+01	TP53
KEGG_2021_Human	Amyotrophic lateral sclerosis	1/364	1.043625e-01	1.061313e-01	0	0	1.081598e+01	2.444287e+01	TP53
KEGG_2021_Human	Herpes simplex virus 1 infection	1/498	1.404190e-01	1.404190e-01	0	0	7.845875e+00	1.540243e+01	TP53
